City Name,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural
Other,January,Tuesday,0,1,Auto-Rickshaw,2,1,Foggy,Urban Road,Dry,Dusk,Signs,104,50,Male,Unknown,No,Bridge,Afternoon,0,0,1,0,0
Other,February,Friday,2,4,Auto-Rickshaw,7,1,Rainy,National Highway,Damaged,Daylight,Police Checkpost,104,35,Male,Expired,Yes,Straight Road,Morning,0,1,1,1,0
Jaipur,December,Wednesday,1,5,Truck,2,0,Foggy,Village Road,Wet,Dusk,Police Checkpost,33,48,Male,Valid,Yes,Curve,Night,0,0,1,1,0
Ahmedabad,November,Friday,1,3,Two-Wheeler,7,3,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,107,27,Female,Expired,Yes,Straight Road,Evening,0,1,0,0,0
Other,April,Wednesday,0,2,Pedestrian,6,2,Hazy,State Highway,Under Construction,Dawn,Signs,88,23,Female,Valid,Yes,Curve,Night,0,0,0,0,0
Other,October,Wednesday,0,1,Pedestrian,9,3,Hazy,Village Road,Wet,Dusk,Signals,65,47,Female,Valid,Yes,Straight Road,Morning,0,1,0,1,0
Other,April,Friday,0,2,Car,6,2,Rainy,National Highway,Dry,Dusk,Police Checkpost,30,33,Male,Expired,No,Intersection,Night,0,0,1,0,0
Other,June,Friday,0,5,Car,3,5,Stormy,Village Road,Damaged,Dawn,Signs,105,56,Male,Expired,No,Intersection,Evening,0,1,0,1,0
Other,April,Thursday,2,1,Two-Wheeler,5,0,Clear,Urban Road,Dry,Daylight,Signs,85,49,Male,Valid,Yes,Bridge,Night,0,0,0,0,0
Other,February,Saturday,1,1,Pedestrian,5,4,Clear,Urban Road,Damaged,Dark,Signals,59,39,Male,Expired,No,Intersection,Afternoon,1,0,0,1,0
Other,May,Monday,1,3,Bus,0,5,Hazy,State Highway,Dry,Dusk,Police Checkpost,50,38,Female,Valid,Yes,Curve,Morning,0,1,0,0,0
Other,December,Tuesday,0,4,Cycle,8,5,Clear,National Highway,Wet,Dusk,Signs,65,26,Female,Unknown,Yes,Intersection,Night,0,0,0,1,0
Other,December,Saturday,2,2,Pedestrian,4,5,Rainy,Village Road,Under Construction,Dawn,Signs,54,23,Female,Unknown,No,Bridge,Evening,1,1,1,0,0
Other,March,Friday,1,4,Two-Wheeler,9,1,Stormy,Village Road,Dry,Dusk,Signals,111,52,Female,Expired,Yes,Straight Road,Afternoon,0,0,0,0,0
Other,July,Tuesday,2,1,Auto-Rickshaw,2,0,Hazy,Village Road,Dry,Dusk,Signals,118,45,Female,Unknown,No,Bridge,Night,0,0,0,0,0
Other,April,Sunday,0,3,Cycle,10,1,Rainy,Urban Road,Dry,Dawn,Unknown,38,42,Male,Unknown,No,Bridge,Morning,1,1,1,0,0
Madurai,April,Friday,1,2,Truck,6,5,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,39,45,Female,Unknown,No,Intersection,Morning,0,1,1,1,0
Other,October,Wednesday,1,5,Truck,10,0,Stormy,Village Road,Wet,Dusk,Signals,35,21,Male,Valid,No,Straight Road,Morning,0,1,0,1,0
Other,April,Tuesday,0,2,Car,7,0,Rainy,Village Road,Wet,Dusk,Signs,54,56,Male,Unknown,Yes,Curve,Afternoon,0,0,1,1,0
Other,April,Saturday,2,2,Pedestrian,7,3,Clear,State Highway,Dry,Dusk,Signs,44,20,Male,Valid,No,Bridge,Night,1,0,0,0,0
Other,October,Saturday,2,2,Truck,6,5,Stormy,Urban Road,Wet,Dawn,Unknown,110,35,Male,Valid,No,Curve,Night,1,0,0,1,0
Other,May,Thursday,2,1,Pedestrian,5,2,Stormy,National Highway,Wet,Daylight,Signals,65,30,Female,Valid,Yes,Bridge,Evening,0,1,0,1,0
Mangalore,February,Thursday,1,5,Truck,4,4,Stormy,Village Road,Dry,Dusk,Police Checkpost,95,40,Male,Valid,Yes,Intersection,Evening,0,1,0,0,0
Other,April,Monday,1,3,Car,5,0,Stormy,State Highway,Dry,Daylight,Unknown,86,42,Male,Unknown,No,Bridge,Afternoon,0,0,0,0,0
Other,October,Wednesday,1,1,Truck,0,5,Stormy,State Highway,Dry,Dusk,Signs,82,69,Male,Unknown,No,Straight Road,Evening,0,1,0,0,0
Pune,February,Saturday,1,2,Two-Wheeler,6,4,Clear,Urban Road,Dry,Dawn,Police Checkpost,71,52,Male,Valid,Yes,Bridge,Afternoon,1,0,0,0,0
Other,February,Tuesday,2,4,Two-Wheeler,7,2,Foggy,National Highway,Damaged,Dawn,Police Checkpost,48,22,Male,Unknown,No,Straight Road,Night,0,0,1,1,0
Other,December,Wednesday,0,5,Truck,3,1,Hazy,Urban Road,Wet,Dark,Signs,42,42,Female,Valid,Yes,Straight Road,Morning,0,1,0,1,0
Kolkata,June,Wednesday,1,3,Bus,3,1,Rainy,Urban Road,Under Construction,Dusk,Signs,102,40,Female,Unknown,No,Bridge,Afternoon,0,0,1,0,0
New Delhi,February,Tuesday,0,2,Bus,2,1,Clear,National Highway,Under Construction,Dusk,Signs,73,42,Female,Unknown,Yes,Intersection,Evening,0,1,0,0,0
Lucknow,November,Thursday,0,1,Bus,4,4,Clear,National Highway,Damaged,Dusk,Signs,98,35,Female,Unknown,Yes,Straight Road,Evening,0,1,0,1,0
Other,March,Saturday,1,4,Bus,5,2,Stormy,Urban Road,Damaged,Daylight,Unknown,76,20,Female,Unknown,No,Straight Road,Evening,1,1,0,1,0
Tirupati,June,Tuesday,1,3,Cycle,2,0,Clear,National Highway,Under Construction,Dark,Signals,83,32,Female,Valid,No,Intersection,Afternoon,0,0,0,0,0
Other,October,Sunday,0,5,Two-Wheeler,1,5,Rainy,National Highway,Dry,Dawn,Signs,76,47,Female,Valid,Yes,Straight Road,Evening,1,1,1,0,0
Other,July,Tuesday,0,1,Cycle,2,0,Rainy,Urban Road,Under Construction,Daylight,Unknown,103,30,Female,Expired,No,Intersection,Night,0,0,1,0,0
Other,April,Sunday,2,5,Cycle,4,2,Clear,Village Road,Wet,Daylight,Signals,87,23,Male,Valid,Yes,Intersection,Morning,1,1,0,1,0
Other,November,Sunday,0,5,Truck,5,1,Rainy,State Highway,Damaged,Dark,Unknown,36,30,Female,Expired,No,Bridge,Morning,1,1,1,1,0
Other,October,Wednesday,1,2,Bus,4,3,Rainy,National Highway,Damaged,Daylight,Unknown,47,66,Female,Valid,No,Straight Road,Night,0,0,1,1,0
Other,February,Monday,0,5,Truck,5,4,Stormy,Village Road,Dry,Dark,Signs,113,57,Male,Valid,Yes,Straight Road,Evening,0,1,0,0,0
Other,March,Friday,0,3,Two-Wheeler,0,0,Foggy,National Highway,Wet,Daylight,Signs,64,37,Female,Unknown,No,Intersection,Evening,0,1,1,1,0
Other,September,Thursday,2,2,Pedestrian,3,3,Foggy,Village Road,Wet,Dark,Signals,113,69,Male,Valid,No,Intersection,Morning,0,1,1,1,0
Mysore,January,Saturday,1,1,Two-Wheeler,0,2,Rainy,State Highway,Wet,Daylight,Signals,37,28,Male,Expired,Yes,Intersection,Evening,1,1,1,1,0
Other,February,Wednesday,2,4,Car,3,1,Hazy,State Highway,Wet,Dusk,Signs,80,68,Male,Unknown,Yes,Straight Road,Morning,0,1,0,1,0
Other,June,Friday,1,2,Pedestrian,8,5,Rainy,State Highway,Wet,Dawn,Police Checkpost,30,23,Male,Unknown,Yes,Intersection,Morning,0,1,1,1,0
Other,August,Monday,2,2,Cycle,10,1,Foggy,State Highway,Dry,Daylight,Unknown,94,63,Female,Valid,Yes,Intersection,Night,0,0,1,0,0
Mumbai,July,Saturday,1,3,Car,10,3,Foggy,Village Road,Dry,Dark,Signs,101,67,Male,Unknown,No,Intersection,Morning,1,1,1,0,0
Other,September,Tuesday,0,3,Truck,2,4,Stormy,National Highway,Dry,Dusk,Police Checkpost,71,39,Female,Expired,No,Intersection,Night,0,0,0,0,0
Other,November,Wednesday,0,4,Bus,0,1,Stormy,State Highway,Dry,Dark,Unknown,92,64,Male,Valid,Yes,Bridge,Night,0,0,0,0,0
Other,December,Thursday,0,5,Bus,1,2,Clear,Urban Road,Wet,Dusk,Unknown,97,55,Female,Valid,No,Bridge,Night,0,0,0,1,0
Other,July,Thursday,1,4,Pedestrian,2,5,Foggy,Urban Road,Damaged,Dusk,Signs,48,18,Female,Expired,Yes,Curve,Night,0,0,1,1,0
Other,October,Wednesday,2,3,Auto-Rickshaw,5,2,Stormy,State Highway,Dry,Dark,Signals,112,27,Female,Expired,No,Bridge,Night,0,0,0,0,0
Other,July,Tuesday,2,5,Truck,10,0,Clear,National Highway,Wet,Dusk,Police Checkpost,34,59,Male,Expired,No,Straight Road,Afternoon,0,0,0,1,0
Other,May,Thursday,2,5,Two-Wheeler,5,0,Hazy,National Highway,Damaged,Dark,Unknown,90,52,Female,Valid,Yes,Straight Road,Night,0,0,0,1,0
Other,May,Thursday,2,2,Car,8,3,Clear,National Highway,Dry,Dusk,Unknown,115,28,Female,Valid,Yes,Curve,Evening,0,1,0,0,0
Other,March,Monday,2,2,Bus,5,4,Stormy,National Highway,Wet,Dusk,Unknown,101,31,Female,Valid,Yes,Curve,Afternoon,0,0,0,1,0
Other,May,Saturday,1,5,Truck,2,2,Foggy,State Highway,Dry,Daylight,Unknown,85,52,Female,Valid,No,Bridge,Morning,1,1,1,0,0
Other,September,Saturday,2,3,Pedestrian,8,2,Foggy,Urban Road,Wet,Dusk,Signs,49,64,Male,Valid,Yes,Curve,Evening,1,1,1,1,0
Other,September,Tuesday,2,3,Two-Wheeler,3,3,Rainy,Urban Road,Dry,Dawn,Unknown,94,54,Female,Unknown,Yes,Bridge,Morning,0,1,1,0,0
Other,September,Saturday,0,3,Pedestrian,7,3,Clear,Village Road,Dry,Dawn,Signals,48,45,Male,Valid,No,Intersection,Morning,1,1,0,0,0
Tirupati,May,Friday,1,2,Truck,7,1,Hazy,Urban Road,Wet,Dark,Police Checkpost,111,44,Male,Unknown,Yes,Intersection,Evening,0,1,0,1,0
Lucknow,October,Friday,2,2,Pedestrian,10,4,Clear,Village Road,Damaged,Dusk,Signals,113,23,Female,Valid,No,Bridge,Morning,0,1,0,1,0
Other,July,Thursday,2,4,Auto-Rickshaw,5,4,Foggy,Urban Road,Under Construction,Daylight,Signs,93,30,Male,Unknown,No,Intersection,Night,0,0,1,0,0
Other,August,Wednesday,2,1,Two-Wheeler,6,5,Stormy,Village Road,Wet,Dawn,Signs,78,54,Female,Unknown,Yes,Straight Road,Evening,0,1,0,1,0
Vadodara,February,Monday,1,3,Two-Wheeler,5,1,Clear,State Highway,Dry,Daylight,Police Checkpost,87,23,Male,Expired,Yes,Curve,Morning,0,1,0,0,0
Other,August,Friday,1,5,Auto-Rickshaw,7,0,Foggy,Urban Road,Dry,Daylight,Police Checkpost,70,52,Female,Unknown,Yes,Curve,Evening,0,1,1,0,0
Other,September,Tuesday,2,5,Truck,9,3,Clear,Village Road,Under Construction,Dawn,Unknown,90,69,Female,Valid,Yes,Bridge,Afternoon,0,0,0,0,0
Other,November,Wednesday,1,3,Bus,5,1,Clear,National Highway,Damaged,Dark,Signals,111,37,Female,Valid,No,Intersection,Night,0,0,0,1,0
Other,December,Tuesday,1,5,Auto-Rickshaw,7,3,Clear,Village Road,Dry,Dark,Signs,58,62,Male,Valid,No,Straight Road,Morning,0,1,0,0,0
Other,September,Wednesday,0,4,Pedestrian,1,3,Rainy,Urban Road,Wet,Daylight,Unknown,109,66,Male,Valid,Yes,Curve,Evening,0,1,1,1,0
Madurai,January,Sunday,0,4,Bus,9,4,Stormy,Village Road,Dry,Daylight,Signals,70,66,Male,Valid,No,Bridge,Evening,1,1,0,0,0
Other,July,Monday,1,4,Truck,7,0,Stormy,Village Road,Under Construction,Dusk,Signs,111,62,Male,Unknown,No,Curve,Night,0,0,0,0,0
Other,June,Thursday,1,3,Pedestrian,0,5,Hazy,State Highway,Wet,Dawn,Signs,89,51,Female,Expired,Yes,Curve,Night,0,0,0,1,0
Other,November,Saturday,1,3,Car,4,2,Stormy,Village Road,Wet,Dark,Police Checkpost,61,21,Female,Unknown,No,Bridge,Afternoon,1,0,0,1,0
Lucknow,September,Thursday,0,3,Two-Wheeler,8,3,Rainy,State Highway,Damaged,Dawn,Signals,114,29,Female,Expired,Yes,Bridge,Evening,0,1,1,1,0
Other,July,Friday,0,3,Car,7,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,42,24,Female,Valid,No,Bridge,Morning,0,1,0,0,0
Udaipur,September,Saturday,0,1,Auto-Rickshaw,10,4,Stormy,State Highway,Dry,Dawn,Signs,43,45,Female,Valid,No,Curve,Evening,1,1,0,0,0
Other,September,Saturday,2,2,Pedestrian,1,3,Clear,Urban Road,Dry,Dusk,Police Checkpost,107,53,Female,Valid,Yes,Curve,Night,1,0,0,0,0
Other,December,Monday,2,2,Truck,0,5,Foggy,Village Road,Dry,Dusk,Signs,66,68,Female,Valid,No,Intersection,Morning,0,1,1,0,0
Other,October,Thursday,2,1,Truck,2,1,Hazy,State Highway,Damaged,Dark,Signs,69,28,Male,Valid,No,Intersection,Afternoon,0,0,0,1,0
Other,March,Monday,1,2,Car,5,4,Stormy,State Highway,Under Construction,Dawn,Signs,46,44,Male,Valid,Yes,Straight Road,Morning,0,1,0,0,0
Other,July,Saturday,2,4,Bus,2,0,Hazy,Urban Road,Under Construction,Dark,Unknown,104,59,Male,Expired,Yes,Intersection,Night,1,0,0,0,0
Kanpur,November,Sunday,1,2,Two-Wheeler,9,2,Foggy,Village Road,Dry,Dawn,Unknown,107,58,Male,Expired,Yes,Curve,Evening,1,1,1,0,0
Other,April,Friday,1,4,Auto-Rickshaw,2,5,Hazy,State Highway,Wet,Daylight,Signs,109,66,Male,Valid,Yes,Intersection,Night,0,0,0,1,0
Other,November,Friday,0,4,Auto-Rickshaw,9,0,Foggy,State Highway,Dry,Dawn,Signals,48,55,Male,Expired,Yes,Straight Road,Morning,0,1,1,0,0
Other,February,Friday,0,4,Car,5,0,Hazy,State Highway,Wet,Daylight,Signals,68,52,Male,Valid,Yes,Curve,Afternoon,0,0,0,1,0
Other,November,Thursday,2,1,Bus,7,0,Clear,Urban Road,Dry,Dark,Signs,87,30,Male,Valid,Yes,Straight Road,Afternoon,0,0,0,0,0
Vijayawada,October,Wednesday,1,4,Bus,6,3,Rainy,Village Road,Under Construction,Dusk,Signals,117,58,Male,Unknown,Yes,Intersection,Night,0,0,1,0,0
Coimbatore,May,Saturday,2,3,Car,8,4,Clear,State Highway,Dry,Dark,Signs,109,37,Male,Expired,No,Bridge,Afternoon,1,0,0,0,0
Other,July,Friday,0,5,Truck,9,3,Stormy,National Highway,Damaged,Dusk,Unknown,59,23,Female,Valid,Yes,Straight Road,Morning,0,1,0,1,0
Other,April,Tuesday,1,1,Truck,8,2,Rainy,National Highway,Wet,Daylight,Unknown,90,55,Female,Unknown,No,Curve,Night,0,0,1,1,0
Jaipur,June,Sunday,2,1,Two-Wheeler,9,0,Rainy,Village Road,Dry,Dawn,Unknown,70,56,Male,Valid,No,Intersection,Night,1,0,1,0,0
Other,February,Tuesday,2,2,Bus,9,3,Stormy,State Highway,Dry,Dusk,Signs,120,21,Female,Unknown,No,Intersection,Morning,0,1,0,0,0
Mysore,December,Monday,2,1,Bus,7,5,Foggy,Village Road,Damaged,Dawn,Signals,59,61,Male,Valid,Yes,Curve,Afternoon,0,0,1,1,0
Pune,June,Saturday,0,3,Pedestrian,8,1,Foggy,Village Road,Dry,Dawn,Signals,63,65,Female,Unknown,No,Straight Road,Afternoon,1,0,1,0,0
Other,January,Saturday,0,4,Car,7,2,Hazy,National Highway,Under Construction,Dark,Police Checkpost,34,36,Female,Unknown,No,Curve,Evening,1,1,0,0,0
Jaipur,June,Saturday,0,1,Auto-Rickshaw,4,0,Foggy,Urban Road,Damaged,Daylight,Signals,119,44,Male,Expired,Yes,Straight Road,Afternoon,1,0,1,1,0
Surat,July,Friday,2,5,Auto-Rickshaw,8,1,Clear,State Highway,Wet,Dusk,Signals,104,56,Male,Unknown,No,Bridge,Morning,0,1,0,1,0
Other,February,Wednesday,0,1,Cycle,0,5,Foggy,Urban Road,Under Construction,Dusk,Unknown,46,21,Female,Valid,No,Straight Road,Morning,0,1,1,0,0
Other,December,Saturday,0,1,Pedestrian,9,1,Clear,State Highway,Under Construction,Dawn,Signs,38,67,Female,Valid,Yes,Straight Road,Afternoon,1,0,0,0,0
Other,January,Monday,0,3,Truck,10,2,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,90,56,Male,Expired,Yes,Straight Road,Night,0,0,0,0,0
Surat,January,Friday,0,3,Two-Wheeler,9,5,Clear,National Highway,Under Construction,Daylight,Unknown,62,23,Female,Unknown,Yes,Intersection,Night,0,0,0,0,0
Other,November,Saturday,1,2,Cycle,1,5,Clear,Urban Road,Dry,Daylight,Unknown,100,22,Male,Valid,Yes,Curve,Night,1,0,0,0,0
Other,March,Saturday,2,2,Car,5,1,Clear,Urban Road,Wet,Dawn,Signs,117,34,Female,Valid,Yes,Intersection,Evening,1,1,0,1,0
Other,August,Monday,1,3,Auto-Rickshaw,8,0,Stormy,Urban Road,Wet,Dark,Signs,112,21,Female,Valid,Yes,Intersection,Night,0,0,0,1,0
Other,September,Friday,1,5,Truck,10,5,Hazy,National Highway,Wet,Dawn,Signals,72,19,Female,Unknown,No,Straight Road,Evening,0,1,0,1,0
Other,March,Wednesday,1,5,Auto-Rickshaw,4,3,Hazy,State Highway,Wet,Dawn,Police Checkpost,110,61,Female,Unknown,Yes,Curve,Morning,0,1,0,1,0
Other,March,Thursday,1,3,Pedestrian,10,3,Rainy,State Highway,Damaged,Dark,Signs,96,41,Male,Expired,Yes,Bridge,Night,0,0,1,1,0
Other,December,Wednesday,1,4,Two-Wheeler,9,5,Foggy,National Highway,Wet,Dawn,Signs,109,48,Female,Unknown,Yes,Curve,Night,0,0,1,1,0
Other,June,Wednesday,1,4,Car,3,3,Foggy,Urban Road,Damaged,Dusk,Signs,77,69,Female,Unknown,No,Bridge,Morning,0,1,1,1,0
Other,August,Monday,1,1,Two-Wheeler,5,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,64,22,Female,Unknown,No,Bridge,Morning,0,1,0,0,0
Other,June,Friday,1,4,Truck,5,2,Hazy,Village Road,Under Construction,Dusk,Signs,106,23,Female,Unknown,Yes,Straight Road,Morning,0,1,0,0,0
Chennai,November,Saturday,2,2,Truck,1,5,Foggy,State Highway,Wet,Dark,Police Checkpost,50,65,Male,Valid,Yes,Bridge,Night,1,0,1,1,0
Other,August,Wednesday,1,2,Truck,1,5,Rainy,Village Road,Under Construction,Dark,Police Checkpost,55,37,Male,Unknown,No,Curve,Afternoon,0,0,1,0,0
Other,August,Monday,1,3,Auto-Rickshaw,10,2,Hazy,National Highway,Dry,Daylight,Signals,30,35,Male,Unknown,Yes,Curve,Morning,0,1,0,0,0
Other,July,Monday,1,5,Bus,2,3,Foggy,State Highway,Under Construction,Dusk,Signals,101,55,Female,Unknown,Yes,Intersection,Morning,0,1,1,0,0
Other,December,Tuesday,0,5,Bus,1,2,Clear,National Highway,Damaged,Dawn,Police Checkpost,43,43,Female,Expired,No,Straight Road,Morning,0,1,0,1,0
Other,September,Friday,1,5,Truck,4,3,Foggy,Urban Road,Wet,Dawn,Signals,34,53,Male,Expired,No,Straight Road,Morning,0,1,1,1,0
Jaipur,August,Saturday,2,2,Auto-Rickshaw,4,0,Hazy,Village Road,Damaged,Daylight,Signals,53,28,Female,Valid,No,Bridge,Morning,1,1,0,1,0
Other,November,Saturday,0,2,Two-Wheeler,9,3,Rainy,National Highway,Damaged,Dusk,Police Checkpost,69,29,Male,Valid,No,Straight Road,Evening,1,1,1,1,0
Dwarka,July,Friday,2,4,Two-Wheeler,3,1,Clear,State Highway,Damaged,Dark,Signals,105,46,Female,Unknown,No,Intersection,Afternoon,0,0,0,1,0
Other,January,Tuesday,0,4,Bus,2,3,Stormy,State Highway,Under Construction,Dusk,Signs,98,58,Male,Valid,No,Bridge,Afternoon,0,0,0,0,0
Other,November,Friday,0,5,Bus,8,2,Stormy,National Highway,Under Construction,Dusk,Signs,64,41,Male,Valid,Yes,Straight Road,Night,0,0,0,0,0
New Delhi,August,Saturday,2,3,Car,9,2,Stormy,National Highway,Wet,Dark,Signals,116,60,Male,Valid,No,Straight Road,Night,1,0,0,1,0
Other,October,Saturday,0,1,Pedestrian,3,0,Hazy,State Highway,Dry,Dawn,Signals,77,70,Female,Valid,Yes,Bridge,Night,1,0,0,0,0
Other,October,Saturday,0,4,Pedestrian,7,0,Stormy,Urban Road,Under Construction,Dawn,Police Checkpost,45,38,Male,Valid,No,Bridge,Night,1,0,0,0,0
Other,January,Saturday,1,3,Auto-Rickshaw,2,5,Foggy,State Highway,Under Construction,Dawn,Unknown,72,60,Female,Expired,No,Bridge,Morning,1,1,1,0,0
Other,September,Tuesday,0,3,Two-Wheeler,6,5,Hazy,National Highway,Damaged,Dusk,Police Checkpost,30,23,Male,Valid,No,Bridge,Night,0,0,0,1,0
Other,December,Sunday,1,1,Bus,6,0,Clear,State Highway,Under Construction,Dark,Signs,75,57,Female,Valid,Yes,Bridge,Morning,1,1,0,0,0
Kolkata,February,Sunday,0,4,Pedestrian,0,2,Stormy,Village Road,Dry,Daylight,Unknown,111,40,Female,Valid,Yes,Curve,Evening,1,1,0,0,0
Other,July,Saturday,1,5,Pedestrian,1,2,Foggy,Urban Road,Under Construction,Dusk,Police Checkpost,103,21,Female,Unknown,No,Straight Road,Morning,1,1,1,0,0
Other,December,Saturday,0,4,Car,7,1,Stormy,State Highway,Wet,Dark,Signs,100,23,Female,Unknown,No,Bridge,Morning,1,1,0,1,0
Other,May,Monday,1,1,Car,8,4,Foggy,Village Road,Dry,Daylight,Signals,36,18,Female,Expired,Yes,Intersection,Night,0,0,1,0,0
Other,August,Sunday,0,1,Two-Wheeler,2,3,Clear,Village Road,Damaged,Dark,Police Checkpost,44,59,Female,Valid,No,Bridge,Night,1,0,0,1,0
Jaipur,April,Sunday,0,3,Truck,6,5,Clear,State Highway,Dry,Dark,Signs,42,39,Female,Expired,No,Curve,Evening,1,1,0,0,0
Other,September,Tuesday,2,2,Cycle,9,5,Clear,Urban Road,Wet,Dawn,Unknown,54,56,Male,Unknown,No,Intersection,Night,0,0,0,1,0
Kolkata,November,Saturday,0,2,Two-Wheeler,3,5,Stormy,National Highway,Dry,Dawn,Signals,103,70,Female,Expired,No,Curve,Night,1,0,0,0,0
Other,December,Thursday,1,1,Pedestrian,0,3,Clear,State Highway,Under Construction,Daylight,Signs,92,53,Female,Valid,Yes,Bridge,Afternoon,0,0,0,0,0
Other,March,Wednesday,2,4,Car,3,1,Hazy,State Highway,Under Construction,Dark,Police Checkpost,41,46,Female,Expired,Yes,Straight Road,Morning,0,1,0,0,0
Other,July,Tuesday,0,3,Two-Wheeler,1,5,Rainy,Village Road,Wet,Daylight,Unknown,62,33,Female,Unknown,No,Intersection,Night,0,0,1,1,0
Other,May,Friday,0,4,Truck,4,3,Foggy,Urban Road,Damaged,Dawn,Signs,32,24,Female,Expired,No,Curve,Evening,0,1,1,1,0
Other,May,Saturday,0,3,Bus,2,1,Foggy,Village Road,Damaged,Dusk,Signs,36,49,Female,Valid,No,Curve,Night,1,0,1,1,0
Other,November,Monday,1,1,Bus,2,5,Hazy,Village Road,Damaged,Dawn,Signals,113,69,Female,Unknown,Yes,Straight Road,Night,0,0,0,1,0
Other,July,Saturday,1,2,Cycle,6,4,Hazy,Village Road,Wet,Dawn,Signals,77,41,Male,Valid,No,Bridge,Morning,1,1,0,1,0
Other,December,Friday,0,4,Truck,3,0,Hazy,National Highway,Damaged,Dark,Unknown,100,44,Female,Valid,Yes,Curve,Morning,0,1,0,1,0
Other,March,Friday,0,3,Truck,9,2,Clear,State Highway,Wet,Daylight,Police Checkpost,89,25,Female,Valid,No,Bridge,Morning,0,1,0,1,0
Bangalore,March,Tuesday,1,1,Two-Wheeler,9,2,Hazy,Village Road,Wet,Dusk,Police Checkpost,99,51,Female,Valid,No,Bridge,Night,0,0,0,1,0
Other,April,Monday,2,5,Car,4,0,Stormy,Village Road,Wet,Dark,Signs,35,29,Male,Valid,No,Curve,Afternoon,0,0,0,1,0
Other,January,Thursday,0,5,Bus,5,5,Foggy,Urban Road,Damaged,Dark,Signals,65,24,Male,Unknown,No,Curve,Night,0,0,1,1,0
Pune,March,Sunday,1,5,Two-Wheeler,0,4,Rainy,Urban Road,Damaged,Dark,Police Checkpost,87,20,Female,Valid,Yes,Straight Road,Afternoon,1,0,1,1,0
Other,August,Saturday,0,3,Auto-Rickshaw,8,5,Stormy,Village Road,Damaged,Dark,Signals,82,58,Female,Valid,No,Curve,Afternoon,1,0,0,1,0
Other,March,Sunday,0,5,Auto-Rickshaw,0,5,Rainy,National Highway,Wet,Dawn,Police Checkpost,40,37,Male,Unknown,Yes,Intersection,Morning,1,1,1,1,0
Vadodara,January,Monday,1,5,Auto-Rickshaw,7,2,Hazy,Village Road,Dry,Dusk,Unknown,54,22,Female,Valid,No,Bridge,Morning,0,1,0,0,0
Other,December,Thursday,2,4,Bus,1,5,Clear,Village Road,Wet,Dark,Unknown,104,20,Female,Valid,Yes,Curve,Afternoon,0,0,0,1,0
Other,March,Saturday,2,1,Bus,10,1,Stormy,Urban Road,Wet,Dawn,Police Checkpost,31,30,Female,Valid,No,Intersection,Morning,1,1,0,1,0
Other,August,Wednesday,2,4,Auto-Rickshaw,6,5,Stormy,National Highway,Damaged,Dusk,Police Checkpost,50,47,Male,Expired,Yes,Straight Road,Night,0,0,0,1,0
Mysore,October,Thursday,2,2,Cycle,0,1,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,119,32,Male,Expired,No,Straight Road,Night,0,0,0,0,0
Jodhpur,April,Wednesday,2,1,Bus,9,4,Rainy,National Highway,Dry,Daylight,Police Checkpost,69,58,Female,Valid,Yes,Straight Road,Night,0,0,1,0,0
Other,March,Thursday,2,3,Auto-Rickshaw,4,3,Hazy,State Highway,Dry,Dark,Signs,119,43,Male,Valid,Yes,Intersection,Night,0,0,0,0,0
Other,June,Thursday,1,2,Bus,10,4,Rainy,Urban Road,Wet,Dark,Unknown,95,28,Male,Unknown,No,Straight Road,Afternoon,0,0,1,1,0
Other,April,Friday,2,2,Cycle,7,0,Hazy,National Highway,Wet,Dawn,Police Checkpost,74,67,Male,Valid,No,Straight Road,Afternoon,0,0,0,1,0
Other,October,Monday,2,5,Bus,9,1,Foggy,State Highway,Dry,Dark,Unknown,63,40,Female,Expired,Yes,Straight Road,Morning,0,1,1,0,0
Pune,March,Thursday,1,1,Truck,6,3,Hazy,Village Road,Dry,Dark,Signs,44,27,Female,Valid,Yes,Intersection,Morning,0,1,0,0,0
Other,February,Monday,0,1,Car,8,4,Hazy,National Highway,Under Construction,Dawn,Signals,84,68,Male,Expired,No,Bridge,Evening,0,1,0,0,0
Other,October,Monday,0,5,Auto-Rickshaw,5,4,Clear,Village Road,Wet,Dawn,Signs,43,45,Male,Unknown,Yes,Intersection,Evening,0,1,0,1,0
Other,March,Friday,0,4,Auto-Rickshaw,1,0,Stormy,Urban Road,Under Construction,Daylight,Signs,66,69,Male,Expired,No,Curve,Night,0,0,0,0,0
Other,July,Monday,0,2,Pedestrian,9,5,Foggy,Urban Road,Wet,Daylight,Signs,75,48,Male,Expired,No,Bridge,Evening,0,1,1,1,0
